Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
96255053,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
96255323,00000596,false,Rx,0,8,25,80,00,00,5B,00,17,18,
96255563,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
96255832,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
96256091,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
96256361,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
96256621,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
96256869,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
96257129,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
96257368,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,21,CC,
96257638,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
96257888,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
96353252,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
96353507,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
96353766,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
96354036,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
96354295,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
96354544,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
96354804,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
96355053,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
96355320,00000596,false,Rx,0,8,2D,80,00,00,5B,00,17,18,
96355571,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
96355830,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
96356099,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
96356369,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
96356629,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
96356877,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
96357127,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
96357376,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,25,31,
96357636,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
96357896,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
96453255,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
96453522,000003F6,false,Rx,0,8,18,00,00,00,00,00,00,00,
96453782,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
96454030,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
96454299,00000497,false,Rx,0,8,22,B4,00,00,00,00,00,00,
96454560,00000498,false,Rx,0,8,00,00,00,00,00,00,00,00,
96454829,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
96455088,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
96455336,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
96455596,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
96455845,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
96456105,00000596,false,Rx,0,8,38,80,00,00,5B,00,17,18,
96456363,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
96456623,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
96456883,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
96457152,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
96457423,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
96457662,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
96457921,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
96458169,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,25,31,
96458430,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
96458679,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
96553255,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
96553512,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
96553772,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
96554030,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
96554289,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
96554550,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
96554809,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
96555057,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
96555317,00000596,false,Rx,0,8,3A,80,00,00,5B,00,17,18,
96555566,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
96555837,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
96556095,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
96556364,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
96556626,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
96556874,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
96557123,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
96557373,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,38,CC,
96557643,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
96557891,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
96653259,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
96653516,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
96653775,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
96654033,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
96654293,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
96654553,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
96654802,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
96655061,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
96655319,00000596,false,Rx,0,8,3B,80,00,00,5B,00,17,18,
96655568,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
96655828,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
96656097,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
96656366,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
96656628,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
96656876,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
96657124,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
96657375,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,38,CC,
96657635,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
96657894,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
96753256,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
96753512,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
96753771,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
96754041,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
96754299,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
96754549,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
96754809,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
96755057,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
96755314,00000596,false,Rx,0,8,76,80,00,00,5B,00,17,18,
96755576,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
96755834,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
96756103,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
96756363,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
96756633,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
96756882,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
96757131,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
96757380,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,3B,31,
96757640,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
96757890,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
96853264,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
96853520,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
96853779,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
96854038,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
96854297,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
96854557,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
96854817,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
96855065,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
96855323,00000596,false,Rx,0,8,77,80,00,00,5B,00,17,18,
96855574,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
96855832,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
96856101,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
96856371,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
96856631,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
96856880,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
96857129,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
96857378,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,3B,31,
96857649,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
96857898,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
96953260,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
96953527,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
96953786,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
96954045,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
96954304,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
96954555,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
96954814,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
96955062,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
96955320,00000596,false,Rx,0,8,79,80,00,00,5B,00,17,18,
96955580,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
96955839,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
96956099,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
96956368,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
96956638,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
96956878,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
96957136,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
96957385,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,77,CC,
96957646,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
96957895,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
97053265,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
97053523,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
97053781,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
97054050,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
97054300,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
97054560,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
97054819,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
97055068,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
97055326,00000596,false,Rx,0,8,7A,80,00,00,5B,00,17,18,
97055586,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
97055846,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
97056104,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
97056373,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
97056634,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
97056883,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
97057142,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
97057382,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,77,CC,
97057652,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
97057900,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
97153265,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
97153522,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
97153781,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
97154050,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
97154299,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
97154559,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
97154818,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
97155067,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
97155325,00000596,false,Rx,0,8,7C,80,00,00,5B,00,17,18,
97155584,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
97155844,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
97156113,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
97156382,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
97156644,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
97156892,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
97157140,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
97157391,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,7A,31,
97157651,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
97157909,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
97253271,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
97253527,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
97253786,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
97254046,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
97254305,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
97254565,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
97254814,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
97255073,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
97255340,00000596,false,Rx,0,8,83,80,00,00,5B,00,17,18,
97255581,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
97255840,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
97256109,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
97256379,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
97256639,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
97256887,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
97257137,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
97257386,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,7A,31,
97257656,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
97257906,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
97353269,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
97353525,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
97353785,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
97354054,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
97354302,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
97354563,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
97354822,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
97355071,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
97355330,00000596,false,Rx,0,8,90,80,00,00,5B,00,17,18,
97355589,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
97355848,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
97356108,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
97356377,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
97356637,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
97356886,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
97357145,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
97357394,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,83,CC,
97357655,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
97357904,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
97453276,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
97453543,000003F6,false,Rx,0,8,18,00,00,00,00,00,00,00,
97453803,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
97454061,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
97454320,00000497,false,Rx,0,8,11,B4,00,00,00,00,00,00,
97454581,00000498,false,Rx,0,8,00,00,00,00,00,00,00,00,
97454850,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
97455109,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
97455367,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
97455617,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
97455876,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
97456126,00000596,false,Rx,0,8,95,80,00,00,5B,00,17,18,
97456384,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
97456644,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
97456904,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
97457173,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
97457434,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
97457683,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
97457942,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
97458190,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,83,CC,
97458451,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
97458700,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
97553275,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
97553533,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
97553791,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
97554050,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
97554310,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
97554570,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
97554829,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
97555078,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
97555336,00000596,false,Rx,0,8,97,80,00,00,5B,00,17,18,
97555586,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
97555846,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
97556115,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
97556384,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
97556645,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
97556893,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
97557152,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
97557392,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,95,31,
97557652,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
97557911,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
97653286,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
97653543,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
97653802,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
97654060,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
97654320,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
97654570,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
97654828,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
97655078,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
97655347,00000596,false,Rx,0,8,A9,80,00,00,5B,00,17,18,
97655596,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
97655856,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
97656125,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
97656395,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
97656655,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
97656904,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
97657153,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
97657404,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,95,31,
97657663,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
97657912,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
97753277,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
97753532,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
97753791,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
97754061,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
97754320,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
97754570,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
97754830,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
97755078,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
97755348,00000596,false,Rx,0,8,15,80,00,00,5B,00,17,18,
97755599,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
97755857,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
97756116,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
97756386,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
97756646,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
97756895,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
97757155,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
97757393,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,A9,CC,
97757653,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
97757913,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
97853277,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
97853543,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
97853793,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
97854062,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
97854321,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
97854572,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
97854830,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
97855079,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
97855337,00000596,false,Rx,0,8,21,80,00,00,5B,00,17,18,
97855597,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
97855856,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
97856126,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
97856395,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
97856655,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
97856905,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
97857153,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
97857403,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,A9,CC,
97857663,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
97857912,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
97953286,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
97953542,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
97953802,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
97954061,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
97954320,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
97954581,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
97954839,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
97955088,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
97955346,00000596,false,Rx,0,8,22,80,00,00,5B,00,17,18,
97955606,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
97955865,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
97956125,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
97956394,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
97956654,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
97956904,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
97957162,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
97957402,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,21,31,
97957673,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
97957921,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
98053286,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
98053544,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
98053803,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
98054072,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
98054332,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
98054581,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
98054840,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
98055090,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
98055347,00000596,false,Rx,0,8,25,80,00,00,5B,00,17,18,
98055607,00000597,false,Rx,0,8,81,E6,00,00,00,00,00,00,
98055866,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
98056125,00000599,false,Rx,0,8,08,00,00,00,00,00,00,00,
98056394,0000059C,false,Rx,0,8,00,00,00,00,00,00,00,00,
98056655,0000059E,false,Rx,0,8,00,00,00,00,74,0C,00,00,
98056904,000005A3,false,Rx,0,8,0F,00,00,00,9D,39,9D,39,
98057162,000005D5,false,Rx,0,8,00,00,00,A4,C8,C8,00,0A,
98057414,000005D6,false,Rx,0,8,B4,B5,00,00,17,18,21,31,
98057672,000005D7,false,Rx,0,8,02,00,00,00,00,00,00,00,
98057921,000005D8,false,Rx,0,8,80,41,0A,00,E6,00,74,0C,
98153297,00000594,false,Rx,0,8,50,14,24,13,A0,45,23,20,
98153553,00000491,false,Rx,0,8,5B,00,00,00,00,00,00,0A,
98153812,00000493,false,Rx,0,8,00,0C,00,55,00,00,54,06,
98154072,000004DD,false,Rx,0,8,00,00,00,00,00,00,01,00,
98154330,000004DE,false,Rx,0,8,00,7F,7F,0A,7F,C4,1E,00,
98154580,000004E2,false,Rx,0,8,3E,03,CA,03,00,00,C1,9E,
98154840,00000542,false,Rx,0,8,41,18,00,A0,00,00,FF,FF,
98155088,00000595,false,Rx,0,8,1E,00,B4,B5,00,00,74,0C,
98155357,00000596,false,Rx,0,8,2D,80,00,00,5B,00,17,18,
98155608,00000597,false,Rx,0,8,01,E6,00,00,00,00,00,00,
98155866,00000598,false,Rx,0,8,00,00,00,00,30,13,7F,7F,
